Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sorting_markers,source_name,SRA Study,strain,tissue
SRR6466957,6 weeks old,RNA-Seq,50,591277550,PRJNA429735,SAMN08358316,257825149,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556906,GSM2932539,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:54:00Z,1,GSM2932539,CD45+ CD3-CD19-CD127+KLRG1+ ST2+,Small Intestine,SRP128986,C57BL/6J,Small Intestine
SRR6466958,6 weeks old,RNA-Seq,50,300915300,PRJNA429735,SAMN08358315,127420501,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556907,GSM2932540,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:59:00Z,1,GSM2932540,CD45+ CD3-CD19-CD127+KLRG1+ ST2+,Small Intestine,SRP128986,C57BL/6J,Small Intestine
SRR6466959,6 weeks old,RNA-Seq,50,447645300,PRJNA429735,SAMN08358314,189145996,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556908,GSM2932541,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932541,CD45+ CD3-CD19-CD127+KLRG1+ ST2-,Small Intestine,SRP128986,C57BL/6J,Small Intestine
SRR6466960,6 weeks old,RNA-Seq,50,602280300,PRJNA429735,SAMN08358313,262396573,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556909,GSM2932542,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932542,CD45+ CD3-CD19-CD127+KLRG1+ ST2-,Small Intestine,SRP128986,C57BL/6J,Small Intestine
SRR6466961,6 weeks old,RNA-Seq,50,586011000,PRJNA429735,SAMN08358312,254948776,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556910,GSM2932543,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932543,CD45lo CD3-CD19- NK1.1- Thy1+ NKp46- CCR6+,Lamina Propia,SRP128986,C57BL/6J,Lamina Propia
SRR6466962,6 weeks old,RNA-Seq,50,148604700,PRJNA429735,SAMN08358311,61380978,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556911,GSM2932544,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932544,CD45lo CD3-CD19- NK1.1- Thy1+ NKp46- CCR6+,Lamina Propia,SRP128986,C57BL/6J,Lamina Propia
SRR6466963,6 weeks old,RNA-Seq,50,529692450,PRJNA429735,SAMN08358310,221551283,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556912,GSM2932545,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932545,CD45lo CD3-CD19- NK1.1- Thy1+ NKp46- CCR6-,Lamina Propia,SRP128986,C57BL/6J,Lamina Propia
SRR6466964,6 weeks old,RNA-Seq,50,717105100,PRJNA429735,SAMN08358306,314668960,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556913,GSM2932546,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932546,CD45lo CD3-CD19- NK1.1- Thy1+ NKp46+ CCR6-,Lamina Propia,SRP128986,C57BL/6J,Lamina Propia
SRR6466965,6 weeks old,RNA-Seq,50,461835500,PRJNA429735,SAMN08358305,195639776,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556914,GSM2932547,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932547,CD45lo CD3-CD19- NK1.1- Thy1+ NKp46+ CCR6-,Lamina Propia,SRP128986,C57BL/6J,Lamina Propia
SRR6466966,6 weeks old,RNA-Seq,50,768950300,PRJNA429735,SAMN08358309,335028635,Stromal Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556915,GSM2932548,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932548,CD45- CD31+ PDPN+,Subcutaneous Lymph Node,SRP128986,C57BL/6J,Subcutaneous Lymph Node
SRR6466967,6 weeks old,RNA-Seq,50,715684400,PRJNA429735,SAMN08358308,301801951,Stromal Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556916,GSM2932549,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:59:00Z,1,GSM2932549,CD45- CD31+ PDPN+,Subcutaneous Lymph Node,SRP128986,C57BL/6J,Subcutaneous Lymph Node
SRR6466968,6 weeks old,RNA-Seq,50,305526600,PRJNA429735,SAMN08358307,130550321,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556917,GSM2932550,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932550,Lin-Sca1+ckit+CD135-CD150+CD48-CD34-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466969,6 weeks old,RNA-Seq,50,771151850,PRJNA429735,SAMN08358304,338618421,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556918,GSM2932552,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932552,Lin-Sca1+ckit+CD135-CD150+CD48-CD34-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466970,6 weeks old,RNA-Seq,50,450041950,PRJNA429735,SAMN08358303,196187230,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556919,GSM2932554,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932554,Lin-Sca1+ckit+CD135-CD150+CD48-CD34+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466971,6 weeks old,RNA-Seq,50,523039800,PRJNA429735,SAMN08358302,220061081,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556920,GSM2932555,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932555,Lin-Sca1+ckit+CD135-CD150+CD48-CD34+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466972,6 weeks old,RNA-Seq,50,757332550,PRJNA429735,SAMN08358301,330028794,Mast Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556921,GSM2932556,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:52:00Z,1,GSM2932556,CD45+[CD11b-CD11c-][CD19-CD4-CD8-]CD117+FcEr1a+,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR6466973,6 weeks old,RNA-Seq,50,387862450,PRJNA429735,SAMN08358300,173237668,Macrophages,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556922,GSM2932557,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932557,CD45+ CD11c+ SiglecF+,Lung,SRP128986,C57BL/6J,Lung
SRR6466974,6 weeks old,RNA-Seq,50,253300700,PRJNA429735,SAMN08358299,109637552,Macrophages,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556923,GSM2932558,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932558,CD45+ CD11c+ SiglecF+,Lung,SRP128986,C57BL/6J,Lung
SRR6466975,6 weeks old,RNA-Seq,50,557791000,PRJNA429735,SAMN08358298,243147182,Macrophages,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556924,GSM2932559,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932559,F4/80+ICAM2+CD5-CD19-CD43-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR6466976,6 weeks old,RNA-Seq,50,337236700,PRJNA429735,SAMN08358297,142365429,Macrophages,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556925,GSM2932560,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932560,F4/80+ICAM2+CD5-CD19-CD43-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR6466977,6 weeks old,RNA-Seq,50,556558500,PRJNA429735,SAMN08358296,244998082,Macrophages,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556926,GSM2932561,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:46:00Z,1,GSM2932561,F4/80+ICAM2+CD5-CD19-CD43-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR6466978,6 weeks old,RNA-Seq,50,264782550,PRJNA429735,SAMN08358295,111197848,Macrophages,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556927,GSM2932562,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932562,F4/80+ICAM2+CD5-CD19-CD43-,Peritoneal Cavity,SRP128986,C57BL/6J,Peritoneal Cavity
SRR6466979,6 weeks old,RNA-Seq,50,225420600,PRJNA429735,SAMN08358294,94215928,Macrophages,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556928,GSM2932563,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932563,CD45+ CD11c+ SiglecF+,Lung,SRP128986,C57BL/6J,Lung
SRR6466980,6 weeks old,RNA-Seq,50,339858650,PRJNA429735,SAMN08358293,152072312,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556929,GSM2932564,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932564,Lin-Sca1+ckit+CD135-CD150-CD48+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466981,6 weeks old,RNA-Seq,50,623088250,PRJNA429735,SAMN08358292,272440626,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556930,GSM2932565,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:51:00Z,1,GSM2932565,Lin-Sca1+ckit+CD135-CD150-CD48+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466982,6 weeks old,RNA-Seq,50,226601200,PRJNA429735,SAMN08358291,98553989,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556931,GSM2932566,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932566,Lin-Sca1+ckit+CD135-CD150-CD48+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466983,6 weeks old,RNA-Seq,50,555343650,PRJNA429735,SAMN08358290,242090976,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556932,GSM2932567,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:53:00Z,1,GSM2932567,Lin-Sca1+ckit+CD135+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466984,6 weeks old,RNA-Seq,50,489783950,PRJNA429735,SAMN08358289,207113841,Stem Cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556933,GSM2932568,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:00:00Z,1,GSM2932568,Lin-Sca1+ckit+CD135+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466985,6 weeks old,RNA-Seq,50,512335250,PRJNA429735,SAMN08358288,221278408,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556934,GSM2932569,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:51:00Z,1,GSM2932569,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b+CD27-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466986,6 weeks old,RNA-Seq,50,622426050,PRJNA429735,SAMN08358287,263084790,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556935,GSM2932570,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:03:00Z,1,GSM2932570,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b+CD27-,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466987,6 weeks old,RNA-Seq,50,657531850,PRJNA429735,SAMN08358286,275111674,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556936,GSM2932571,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932571,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b+CD27-,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466988,6 weeks old,RNA-Seq,50,398533700,PRJNA429735,SAMN08358285,178382896,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556937,GSM2932572,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:48:00Z,1,GSM2932572,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b-CD27+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466989,6 weeks old,RNA-Seq,50,372559350,PRJNA429735,SAMN08358284,161858461,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556938,GSM2932573,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932573,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b-CD27+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466990,6 weeks old,RNA-Seq,50,726890450,PRJNA429735,SAMN08358283,318521507,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556939,GSM2932574,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:47:00Z,1,GSM2932574,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b-CD27+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466991,6 weeks old,RNA-Seq,50,352071300,PRJNA429735,SAMN08358282,150336028,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556940,GSM2932575,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932575,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b-CD27+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466992,6 weeks old,RNA-Seq,50,646762250,PRJNA429735,SAMN08358373,283550735,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556941,GSM2932576,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:51:00Z,1,GSM2932576,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b+CD27+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466993,6 weeks old,RNA-Seq,50,462956850,PRJNA429735,SAMN08358372,196931363,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556942,GSM2932577,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:59:00Z,1,GSM2932577,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b+CD27+,Bone Marrow,SRP128986,C57BL/6J,Bone Marrow
SRR6466994,6 weeks old,RNA-Seq,50,521565700,PRJNA429735,SAMN08358371,227064870,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556943,GSM2932578,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:46:00Z,1,GSM2932578,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b+CD27+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466995,6 weeks old,RNA-Seq,50,585592000,PRJNA429735,SAMN08358370,246887518,Innate Lymphocytes,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556944,GSM2932579,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932579,CD3-CD19-NK1.1+ CD127-CD51-CD49a- DX5+CD11b+CD27+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466996,6 weeks old,RNA-Seq,50,662668900,PRJNA429735,SAMN08358356,289207071,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556945,GSM2932580,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:56:00Z,1,GSM2932580,[CD19-Gr1-Ter119-TCRgd-]TCRbMedCD1dTetramer(alphaGalCer)+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466997,8 weeks old,RNA-Seq,50,425936550,PRJNA429735,SAMN08358355,185666211,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556946,GSM2932581,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:46:00Z,1,GSM2932581,[CD19-Gr1-Ter119-TCRgd-]TCRbMedCD1dTetramer(alphaGalCer)+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466998,8 weeks old,RNA-Seq,50,641172500,PRJNA429735,SAMN08358354,268994477,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556947,GSM2932582,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:58:00Z,1,GSM2932582,[CD19-Gr1-Ter119-TCRgd-]TCRbMedCD1dTetramer(alphaGalCer)+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6466999,6 weeks old,RNA-Seq,50,382100800,PRJNA429735,SAMN08358353,160823333,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556948,GSM2932583,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:57:00Z,1,GSM2932583,[CD19-Gr1-Ter119-TCRgd-]TCRbMedCD1dTetramer(alphaGalCer)+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467000,8 weeks old,RNA-Seq,50,679132800,PRJNA429735,SAMN08358352,298094678,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556949,GSM2932584,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:47:00Z,1,GSM2932584,[CD19-Gr1-Ter119-TCRgd-]TCRbMedCD1dTetramer(alphaGalCer)+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467001,8 weeks old,RNA-Seq,50,454659000,PRJNA429735,SAMN08358351,193610604,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556950,GSM2932585,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:56:00Z,1,GSM2932585,[CD19-Gr1-Ter119-TCRgd-]TCRbMedCD1dTetramer(alphaGalCer)+,Spleen,SRP128986,C57BL/6J,Spleen
SRR6467002,6 weeks old,RNA-Seq,50,463073750,PRJNA429735,SAMN08358350,201499377,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556951,GSM2932586,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:55:00Z,1,GSM2932586,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44hiCD117hiCD25-/lo",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467003,6 weeks old,RNA-Seq,50,597687900,PRJNA429735,SAMN08358349,251340735,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556952,GSM2932587,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:01:00Z,1,GSM2932587,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44hiCD117hiCD25-/lo",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467004,6 weeks old,RNA-Seq,50,422900300,PRJNA429735,SAMN08358348,178197599,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556953,GSM2932588,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T09:02:00Z,1,GSM2932588,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44hiCD117hiCD25hi",Thymus,SRP128986,C57BL/6J,Thymus
SRR6467005,6 weeks old,RNA-Seq,50,580397300,PRJNA429735,SAMN08358347,250846540,ab T cells,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3556954,GSM2932589,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-01-23T00:00:00Z,2018-01-12T08:49:00Z,1,GSM2932589,"Lin-(CD4,CD8,CD11b,CD11c,CD19,TCRb,TCRgd,NK1.1,Gr1,Ter119)CD44hiCD117intCD25hi",Thymus,SRP128986,C57BL/6J,Thymus
