Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sorting_markers,source_name,SRA Study,strain,create_date,version
SRR8147086,6 weeks old,RNA-Seq,50,750996350,PRJNA503607,SAMN10366016,308386478,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967582,GSM3455077,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455077,Lin-F4/80+CD64+,Thymus,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147087,6 weeks old,RNA-Seq,50,693820100,PRJNA503607,SAMN10366092,285140021,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967583,GSM3455078,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455078,Lin-F4/80+CD64+,Thymus,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147088,6 weeks old,RNA-Seq,50,710802700,PRJNA503607,SAMN10366091,291794675,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967584,GSM3455079,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455079,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147089,6 weeks old,RNA-Seq,50,966142750,PRJNA503607,SAMN10366089,399121133,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967585,GSM3455080,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455080,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147090,6 weeks old,RNA-Seq,50,907342450,PRJNA503607,SAMN10366017,378034068,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967586,GSM3455081,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455081,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147091,6 weeks old,RNA-Seq,50,732448850,PRJNA503607,SAMN10366126,299743709,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967587,GSM3455082,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455082,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147092,6 weeks old,RNA-Seq,50,643454000,PRJNA503607,SAMN10366125,258498304,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967588,GSM3455083,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455083,CD45+ CD11b+ CD115+ ICAM2+ CD226-Ly-6C-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147093,6 weeks old,RNA-Seq,50,681820200,PRJNA503607,SAMN10366175,274512694,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967589,GSM3455084,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455084,CD45+ CD11b+ CD115+ ICAM2+ CD226-Ly-6C-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147094,6 weeks old,RNA-Seq,50,465038200,PRJNA503607,SAMN10366174,186808952,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967590,GSM3455085,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455085,CD45+ CD11b+ CD115+ ICAM2+ CD226-Ly-6C-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147095,6 weeks old,RNA-Seq,50,679818050,PRJNA503607,SAMN10366173,274815322,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967591,GSM3455086,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455086,CD45+ CD11b+ CD115+ CD36+ Ly-6Clo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147096,6 weeks old,RNA-Seq,50,592469050,PRJNA503607,SAMN10366172,238967389,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967592,GSM3455087,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455087,CD45+ CD11b+ CD115+ CD36+ Ly-6Clo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147097,6 weeks old,RNA-Seq,50,580197600,PRJNA503607,SAMN10366171,233127029,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967593,GSM3455088,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455088,CD45+ CD11b+ CD115+ CD36+ Ly-6Clo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147098,6 weeks old,RNA-Seq,50,493315550,PRJNA503607,SAMN10366170,197825404,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967594,GSM3455089,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455089,CD45+ CD11b+ CD115+ CD36+ Ly-6Clo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147099,6 weeks old,RNA-Seq,50,757255250,PRJNA503607,SAMN10366169,300724723,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967595,GSM3455090,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455090,CD45+ CD11b+ CD115+ CD36+ Ly-6Clo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147100,6 weeks old,RNA-Seq,50,330294400,PRJNA503607,SAMN10366168,136981495,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967596,GSM3455091,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455091,CD45+ CD11b+ CD115+ CD36+ Ly-6Clo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:16:00Z,1
SRR8147101,6 weeks old,RNA-Seq,50,587987500,PRJNA503607,SAMN10366167,235379144,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967597,GSM3455092,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455092,CD45+ CD11b+ CD115+ Ly-6C+ CD36lo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147102,6 weeks old,RNA-Seq,50,451780350,PRJNA503607,SAMN10366166,180900813,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967598,GSM3455093,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455093,CD45+ CD11b+ CD115+ Ly-6C+ CD36lo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147103,6 weeks old,RNA-Seq,50,463054400,PRJNA503607,SAMN10366165,188350648,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967599,GSM3455094,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455094,CD45+ CD11b+ CD115+ Ly-6C+ CD36lo ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147104,6 weeks old,RNA-Seq,50,611935600,PRJNA503607,SAMN10366164,246977528,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967600,GSM3455095,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455095,CD45+ CD11b+ CD115+ Ly-6C+ ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147105,6 weeks old,RNA-Seq,50,670800650,PRJNA503607,SAMN10366163,267361602,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967601,GSM3455096,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455096,CD45+ CD11b+ CD115+ Ly-6C+ ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147106,6 weeks old,RNA-Seq,50,631823700,PRJNA503607,SAMN10366162,250636021,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967602,GSM3455097,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455097,CD45+ CD11b+ CD115+ Ly-6C+ ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147107,6 weeks old,RNA-Seq,50,365153850,PRJNA503607,SAMN10366161,147468045,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967603,GSM3455098,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455098,CD45+ CD11b+ CD115+ Ly-6C+ ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147108,6 weeks old,RNA-Seq,50,633317150,PRJNA503607,SAMN10366160,251428796,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967604,GSM3455099,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455099,CD45+ CD11b+ CD115+ Ly-6C+ ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147109,6 weeks old,RNA-Seq,50,601942900,PRJNA503607,SAMN10366159,239087464,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967605,GSM3455100,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455100,CD45+ CD11b+ CD115+ Ly-6C+ ICAM2- CD226-,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147110,6 weeks old,RNA-Seq,50,687028250,PRJNA503607,SAMN10366158,274341553,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967606,GSM3455101,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455101,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147111,6 weeks old,RNA-Seq,50,469322000,PRJNA503607,SAMN10366157,190040376,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967607,GSM3455102,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455102,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147112,6 weeks old,RNA-Seq,50,652726750,PRJNA503607,SAMN10366156,264193273,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967608,GSM3455103,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455103,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147113,6 weeks old,RNA-Seq,50,464353600,PRJNA503607,SAMN10366155,186459184,Monocyte,GEO,public,"fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967609,GSM3455104,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455104,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,,
SRR8147114,6 weeks old,RNA-Seq,50,575617050,PRJNA503607,SAMN10366154,233529594,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967610,GSM3455105,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455105,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147115,6 weeks old,RNA-Seq,50,684563350,PRJNA503607,SAMN10366153,276592198,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967611,GSM3455106,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455106,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147116,6 weeks old,RNA-Seq,50,689086000,PRJNA503607,SAMN10366152,273513742,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967612,GSM3455107,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455107,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147117,6 weeks old,RNA-Seq,50,448484650,PRJNA503607,SAMN10366151,187348484,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967613,GSM3455108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455108,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147118,6 weeks old,RNA-Seq,50,562162000,PRJNA503607,SAMN10366150,226494783,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967614,GSM3455109,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455109,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147119,6 weeks old,RNA-Seq,50,637824050,PRJNA503607,SAMN10366149,255250016,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967615,GSM3455110,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455110,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147120,6 weeks old,RNA-Seq,50,492709200,PRJNA503607,SAMN10366180,202751611,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967616,GSM3455111,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455111,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147121,6 weeks old,RNA-Seq,50,816283500,PRJNA503607,SAMN10366118,326014447,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967617,GSM3455112,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455112,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147122,8 weeks old,RNA-Seq,50,701487150,PRJNA503607,SAMN10366117,282237539,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967618,GSM3455113,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455113,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147123,8 weeks old,RNA-Seq,50,868887750,PRJNA503607,SAMN10366116,345978968,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967619,GSM3455114,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455114,CD45+ CD11b+ CD115+ Ly-6C+,Blood,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147124,6 weeks old,RNA-Seq,50,505231000,PRJNA503607,SAMN10366115,204956576,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967620,GSM3455115,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455115,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C-,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147125,8 weeks old,RNA-Seq,50,738029200,PRJNA503607,SAMN10366114,290652966,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967621,GSM3455116,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455116,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C-,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147126,8 weeks old,RNA-Seq,50,605910700,PRJNA503607,SAMN10366113,236705338,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967622,GSM3455117,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455117,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH+-Ly6C-,Spleen,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147127,6 weeks old,RNA-Seq,50,527698300,PRJNA503607,SAMN10366112,204058946,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967623,GSM3455118,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455118,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C-,Spleen,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147128,6 weeks old,RNA-Seq,50,703886350,PRJNA503607,SAMN10366111,274219539,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967624,GSM3455119,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455119,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C-,Spleen,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147129,6 weeks old,RNA-Seq,50,757205950,PRJNA503607,SAMN10366110,296683253,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967625,GSM3455120,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455120,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH+Ly6C+,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147130,6 weeks old,RNA-Seq,50,752302750,PRJNA503607,SAMN10366109,294269042,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967626,GSM3455121,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455121,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH+Ly6C+,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147131,6 weeks old,RNA-Seq,50,508214950,PRJNA503607,SAMN10366108,200125132,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967627,GSM3455122,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455122,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH+Ly6C-,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147132,6 weeks old,RNA-Seq,50,599891500,PRJNA503607,SAMN10366107,236258182,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967628,GSM3455123,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455123,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH+Ly6C-,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147133,6 weeks old,RNA-Seq,50,688036150,PRJNA503607,SAMN10366106,267386757,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967629,GSM3455124,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455124,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C+,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147134,6 weeks old,RNA-Seq,50,597251200,PRJNA503607,SAMN10366105,231741075,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967630,GSM3455125,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455125,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C+,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147135,6 weeks old,RNA-Seq,50,399651750,PRJNA503607,SAMN10366104,160975220,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967631,GSM3455126,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455126,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C+,Bone Marrow,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147136,6 weeks old,RNA-Seq,50,559501500,PRJNA503607,SAMN10366103,218705749,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967632,GSM3455127,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455127,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C+,Spleen,SRP167701,C57BL/6J,2018-11-04T02:17:00Z,1
SRR8147137,6 weeks old,RNA-Seq,50,684330650,PRJNA503607,SAMN10366102,272192789,Dendritic Cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967633,GSM3455128,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455128,LIN-CD11b-MHCII-CD11c+CD135+CD172aloSiglecH-Ly6C+,Spleen,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
